payment_id,order_id,payment_date,payment_method,payment_amount,payment_status,transaction_id
160129,117568,2024-01-28,COD,2816.65,Completed,TXN000160129
160130,82471,2024-12-09,Credit Card,5717.85,Completed,TXN000160130
160131,129506,2024-02-27,Debit Card,10524.23,Completed,TXN000160131
160132,64756,2025-02-13,UPI,2157.23,Completed,TXN000160132
160133,162122,2025-10-31,UPI,3590.49,Completed,TXN000160133
160134,62209,2024-01-08,UPI,290.04,Completed,TXN000160134
160135,178063,2025-12-28,Credit Card,648.82,Completed,TXN000160135
160136,51118,2025-01-23,Debit Card,3698.71,Completed,TXN000160136
160137,69128,2024-03-20,UPI,5823.72,Completed,TXN000160137
160138,180413,2024-04-18,UPI,6642.69,Completed,TXN000160138
160139,97936,2024-09-04,Credit Card,10948.02,Completed,TXN000160139
160140,127630,2025-06-17,UPI,4888.14,Completed,TXN000160140
160141,112810,2024-04-22,Wallet,3213.69,Completed,TXN000160141
160142,88789,2025-12-23,UPI,1998.64,Completed,TXN000160142
160143,163738,2024-09-23,Wallet,8861.78,Pending,TXN000160143
160144,58612,2025-04-20,UPI,9079.99,Completed,TXN000160144
160145,184169,2024-04-03,UPI,8907.12,Failed,TXN000160145
160146,125783,2025-11-28,Debit Card,16096.52,Failed,TXN000160146
160147,103203,2025-12-23,Debit Card,4756.12,Completed,TXN000160147
160148,121016,2025-07-11,Wallet,2588.86,Completed,TXN000160148
160149,66739,2025-08-05,Credit Card,7520.89,Completed,TXN000160149
160150,10540,2025-12-16,Net Banking,2721.96,Completed,TXN000160150
160151,61485,2025-04-02,UPI,18384.65,Completed,TXN000160151
160152,62012,2025-04-09,Credit Card,2413.54,Completed,TXN000160152
160153,151468,2025-01-06,Credit Card,2500.82,Completed,TXN000160153
160154,186796,2024-06-02,Debit Card,8066.61,Completed,TXN000160154
160155,145900,2024-11-06,UPI,4897.06,Completed,TXN000160155
160156,146408,2025-04-08,Net Banking,1420.29,Completed,TXN000160156
160157,80423,2025-11-02,UPI,12909.69,Completed,TXN000160157
160158,91670,2024-11-27,Debit Card,2226.38,Completed,TXN000160158
160159,107993,2025-05-17,Net Banking,3811.86,Completed,TXN000160159
160160,49241,2025-08-12,Net Banking,6625.75,Completed,TXN000160160
160161,47895,2024-03-05,UPI,9808.85,Completed,TXN000160161
160162,174755,2025-08-27,Debit Card,2370.52,Completed,TXN000160162
160163,181446,2025-12-22,UPI,16398.29,Completed,TXN000160163
160164,34092,2025-04-06,UPI,2551.83,Completed,TXN000160164
160165,76149,2024-07-12,Debit Card,8156.05,Completed,TXN000160165
160166,5317,2025-09-29,UPI,2627.2,Completed,TXN000160166
160167,36899,2024-02-27,COD,10087.45,Completed,TXN000160167
160168,39527,2024-10-22,Debit Card,10185.38,Completed,TXN000160168
160169,173596,2024-12-18,Credit Card,24329.07,Completed,TXN000160169
160170,152139,2025-10-12,UPI,4127.48,Completed,TXN000160170
160171,49399,2025-07-20,Net Banking,4754.63,Completed,TXN000160171
160172,163310,2025-06-08,Credit Card,5886.74,Completed,TXN000160172
160173,57301,2024-06-09,UPI,201.57,Completed,TXN000160173
160174,152389,2024-05-01,Wallet,8575.96,Completed,TXN000160174
160175,63383,2025-06-28,Net Banking,45.58,Completed,TXN000160175
160176,294,2024-04-16,UPI,3738.3,Completed,TXN000160176
160177,64692,2025-11-17,Wallet,6466.41,Refunded,TXN000160177
160178,131201,2024-02-03,COD,12349.41,Completed,TXN000160178
160179,138071,2025-01-12,Debit Card,14984.73,Completed,TXN000160179
160180,89650,2025-10-09,COD,10664.64,Completed,TXN000160180
160181,72165,2024-03-20,UPI,9584.87,Completed,TXN000160181
160182,74257,2025-12-04,UPI,3171.65,Completed,TXN000160182
160183,59018,2024-11-01,Credit Card,17348.57,Completed,TXN000160183
160184,196263,2025-12-04,Credit Card,24862.5,Completed,TXN000160184
160185,81558,2025-04-17,Wallet,7826.06,Completed,TXN000160185
160186,111196,2025-01-22,Net Banking,8141.35,Completed,TXN000160186
160187,79652,2025-09-19,Net Banking,5332.51,Completed,TXN000160187
160188,97385,2024-12-04,COD,4074.61,Completed,TXN000160188
160189,89932,2024-06-15,Debit Card,12344.79,Completed,TXN000160189
160190,2205,2025-09-16,Debit Card,2748.99,Completed,TXN000160190
160191,186475,2025-08-16,Credit Card,3781.52,Completed,TXN000160191
160192,176863,2025-12-21,Net Banking,2864.17,Completed,TXN000160192
160193,186582,2024-06-19,COD,7390.26,Completed,TXN000160193
160194,197159,2024-08-03,UPI,400.98,Failed,TXN000160194
160195,28982,2025-11-11,Debit Card,7169.47,Completed,TXN000160195
160196,120254,2025-02-23,UPI,14072.39,Completed,TXN000160196
160197,143515,2025-02-04,Wallet,2327.19,Completed,TXN000160197
160198,27415,2025-07-17,Wallet,9330.67,Completed,TXN000160198
160199,26817,2024-01-13,Net Banking,7101.2,Completed,TXN000160199
160200,40652,2024-12-29,Debit Card,11993.15,Completed,TXN000160200
160201,56044,2024-08-10,UPI,7947.9,Completed,TXN000160201
160202,36100,2024-08-15,Net Banking,11819.11,Refunded,TXN000160202
160203,127363,2024-12-04,UPI,24739.65,Completed,TXN000160203
160204,65337,2025-08-28,Credit Card,9754.34,Completed,TXN000160204
160205,164882,2025-04-29,Debit Card,4886.46,Completed,TXN000160205
160206,5474,2024-10-09,COD,18687.95,Refunded,TXN000160206
160207,67584,2024-06-24,UPI,13599.5,Completed,TXN000160207
160208,52852,2024-01-14,UPI,23090.85,Completed,TXN000160208
160209,155226,2024-02-04,Debit Card,13854.31,Completed,TXN000160209
160210,172100,2025-03-15,Debit Card,3713.39,Completed,TXN000160210
160211,68891,2025-03-16,COD,6504.12,Completed,TXN000160211
160212,77949,2024-12-09,UPI,3650.63,Completed,TXN000160212
160213,85948,2024-09-05,COD,16939.85,Failed,TXN000160213
160214,67565,2024-11-27,UPI,11038.65,Completed,TXN000160214
160215,31921,2024-01-18,UPI,12905.55,Completed,TXN000160215
160216,139814,2025-11-05,Wallet,80.24,Completed,TXN000160216
160217,60187,2024-04-12,Credit Card,21789.53,Completed,TXN000160217
160218,27671,2025-10-17,Debit Card,2388.0,Pending,TXN000160218
160219,54466,2024-07-25,Net Banking,4381.44,Completed,TXN000160219
160220,83592,2024-08-02,Credit Card,679.18,Completed,TXN000160220
160221,102475,2024-09-27,Net Banking,641.6,Completed,TXN000160221
160222,73467,2024-09-12,Debit Card,21038.48,Completed,TXN000160222
160223,153847,2024-11-11,UPI,2875.56,Completed,TXN000160223
160224,83832,2024-04-10,Debit Card,8658.53,Completed,TXN000160224
160225,6803,2024-05-04,UPI,6711.3,Completed,TXN000160225
160226,44091,2025-04-05,Net Banking,14137.07,Completed,TXN000160226
160227,121687,2025-01-13,Wallet,7476.46,Completed,TXN000160227
160228,50783,2025-01-22,Debit Card,11305.21,Completed,TXN000160228
160229,10905,2025-07-14,Credit Card,8453.99,Completed,TXN000160229
160230,70335,2024-10-26,Credit Card,3539.12,Completed,TXN000160230
160231,50793,2025-09-02,UPI,6024.27,Completed,TXN000160231
160232,23923,2024-02-22,UPI,2116.9,Completed,TXN000160232
160233,31281,2024-03-21,Credit Card,4703.2,Refunded,TXN000160233
160234,80935,2025-02-07,UPI,1204.32,Completed,TXN000160234
160235,172361,2024-06-05,Net Banking,2508.57,Completed,TXN000160235
160236,190456,2025-02-22,Credit Card,2586.53,Completed,TXN000160236
160237,13753,2024-12-17,UPI,6629.12,Completed,TXN000160237
160238,125587,2024-01-24,Debit Card,6679.72,Completed,TXN000160238
160239,129199,2024-03-22,UPI,14929.66,Completed,TXN000160239
160240,31975,2025-11-15,UPI,18886.11,Completed,TXN000160240
160241,73051,2025-07-23,Net Banking,5055.59,Completed,TXN000160241
160242,73616,2024-07-11,Debit Card,6903.71,Completed,TXN000160242
160243,1695,2024-07-20,Wallet,8169.29,Completed,TXN000160243
160244,8900,2025-03-11,COD,7387.82,Completed,TXN000160244
160245,117285,2024-06-01,UPI,14236.22,Completed,TXN000160245
160246,91020,2025-07-04,Debit Card,3068.03,Completed,TXN000160246
160247,105610,2024-10-18,UPI,6128.79,Completed,TXN000160247
160248,158533,2024-10-16,Debit Card,2061.74,Completed,TXN000160248
160249,161729,2025-04-02,UPI,9262.27,Completed,TXN000160249
160250,170270,2024-09-01,UPI,8995.22,Completed,TXN000160250
160251,101124,2025-12-05,UPI,1768.05,Completed,TXN000160251
160252,80517,2025-08-20,Wallet,548.58,Completed,TXN000160252
160253,121273,2024-10-03,Credit Card,15331.16,Completed,TXN000160253
160254,90701,2025-07-26,Credit Card,3421.19,Completed,TXN000160254
160255,131527,2024-07-01,Credit Card,3766.33,Completed,TXN000160255
160256,70727,2024-11-21,Debit Card,828.16,Completed,TXN000160256
160257,31246,2024-10-17,Net Banking,11154.66,Refunded,TXN000160257
160258,44859,2025-10-09,Credit Card,7989.68,Completed,TXN000160258
160259,50313,2025-05-30,Debit Card,292.95,Completed,TXN000160259
160260,50825,2024-08-30,Net Banking,3517.16,Completed,TXN000160260
160261,131942,2025-07-16,Net Banking,2231.12,Completed,TXN000160261
160262,23896,2025-01-04,UPI,173.93,Completed,TXN000160262
160263,94542,2024-05-02,Net Banking,9807.86,Completed,TXN000160263
160264,108790,2025-03-20,Debit Card,7374.17,Completed,TXN000160264
160265,105657,2024-11-21,Debit Card,842.95,Completed,TXN000160265
160266,184677,2025-12-18,Net Banking,7124.41,Completed,TXN000160266
160267,3283,2025-02-05,Credit Card,21715.03,Completed,TXN000160267
160268,50940,2025-11-05,Debit Card,10705.06,Completed,TXN000160268
160269,79666,2024-02-02,UPI,7135.71,Completed,TXN000160269
160270,125380,2025-03-13,Credit Card,8303.65,Refunded,TXN000160270
160271,145248,2025-10-16,UPI,4922.81,Completed,TXN000160271
160272,162809,2024-01-09,UPI,12587.26,Completed,TXN000160272
160273,37609,2024-03-24,COD,5904.5,Pending,TXN000160273
160274,195621,2024-12-16,Net Banking,1759.8,Completed,TXN000160274
160275,98135,2025-02-13,UPI,5366.9,Completed,TXN000160275
160276,27490,2025-06-02,Net Banking,3280.31,Completed,TXN000160276
160277,55537,2025-06-19,UPI,4343.06,Completed,TXN000160277
160278,173594,2024-02-26,UPI,21196.89,Completed,TXN000160278
160279,163420,2024-03-07,Credit Card,8779.75,Completed,TXN000160279
160280,187151,2025-03-17,Net Banking,5895.26,Completed,TXN000160280
160281,54896,2025-06-14,COD,6625.65,Completed,TXN000160281
160282,12754,2025-08-11,UPI,3357.57,Completed,TXN000160282
160283,187725,2024-06-09,Credit Card,9298.53,Refunded,TXN000160283
160284,27631,2025-12-16,Credit Card,7967.19,Completed,TXN000160284
160285,85018,2024-01-31,Credit Card,6340.34,Completed,TXN000160285
160286,137735,2024-03-24,Credit Card,12991.03,Completed,TXN000160286
160287,11967,2025-12-16,Credit Card,3632.45,Completed,TXN000160287
160288,89548,2025-07-28,Credit Card,17827.66,Failed,TXN000160288
160289,13324,2025-10-05,COD,15753.44,Pending,TXN000160289
160290,26993,2025-07-29,Debit Card,4887.0,Completed,TXN000160290
160291,25349,2025-01-14,Wallet,4968.38,Completed,TXN000160291
160292,176545,2025-03-04,UPI,18669.55,Refunded,TXN000160292
160293,192879,2024-03-12,Credit Card,4193.38,Completed,TXN000160293
160294,178745,2025-12-24,UPI,11988.44,Completed,TXN000160294
160295,134601,2025-02-28,UPI,15669.98,Completed,TXN000160295
160296,90739,2024-07-12,UPI,1554.07,Completed,TXN000160296
160297,166560,2024-05-25,UPI,16392.49,Completed,TXN000160297
160298,129345,2024-03-17,Debit Card,15901.8,Completed,TXN000160298
160299,67028,2025-12-25,UPI,13346.31,Completed,TXN000160299
160300,118524,2024-04-30,Debit Card,2197.7,Completed,TXN000160300
160301,196002,2024-09-24,Wallet,5285.61,Pending,TXN000160301
160302,123729,2025-02-18,UPI,15358.11,Completed,TXN000160302
160303,49490,2024-02-10,Credit Card,671.76,Failed,TXN000160303
160304,46397,2025-09-30,Credit Card,6548.88,Refunded,TXN000160304
160305,43384,2025-03-01,COD,9044.77,Completed,TXN000160305
160306,30465,2024-03-11,Credit Card,5373.05,Completed,TXN000160306
160307,49288,2024-04-17,UPI,4818.79,Completed,TXN000160307
160308,190693,2025-07-02,COD,939.28,Completed,TXN000160308
160309,30189,2024-08-10,Credit Card,3367.02,Completed,TXN000160309
160310,129660,2025-03-17,Wallet,1196.1,Completed,TXN000160310
160311,97564,2024-12-11,Debit Card,2362.75,Completed,TXN000160311
160312,163351,2025-12-11,Debit Card,22044.64,Completed,TXN000160312
160313,122107,2025-01-06,COD,4749.86,Completed,TXN000160313
160314,184395,2025-10-01,Credit Card,13700.75,Completed,TXN000160314
160315,164160,2025-02-26,Debit Card,3176.43,Completed,TXN000160315
160316,192587,2024-12-06,Net Banking,6059.1,Failed,TXN000160316
160317,85705,2024-11-23,Credit Card,3996.76,Completed,TXN000160317
160318,154019,2025-07-14,UPI,10922.51,Failed,TXN000160318
160319,64899,2025-12-02,UPI,4244.7,Completed,TXN000160319
160320,114844,2025-02-18,COD,19003.78,Completed,TXN000160320
160321,12171,2024-02-14,COD,16875.12,Completed,TXN000160321
160322,80447,2025-11-01,Debit Card,2368.6,Completed,TXN000160322
160323,23000,2025-06-12,Credit Card,10125.99,Completed,TXN000160323
160324,150535,2024-04-04,UPI,17074.96,Completed,TXN000160324
160325,4830,2024-06-14,Wallet,97.2,Completed,TXN000160325
160326,185936,2024-08-23,Debit Card,5185.36,Completed,TXN000160326
160327,119235,2024-01-08,Debit Card,10175.14,Completed,TXN000160327
160328,45890,2024-10-05,Credit Card,689.26,Completed,TXN000160328
160329,61875,2024-12-22,Net Banking,4078.3,Completed,TXN000160329
160330,134199,2025-11-20,COD,3510.45,Completed,TXN000160330
160331,178299,2025-02-23,Credit Card,2654.97,Failed,TXN000160331
160332,88186,2024-02-02,COD,10789.82,Completed,TXN000160332
160333,181324,2025-01-28,Credit Card,4100.56,Completed,TXN000160333
160334,110006,2025-11-08,Debit Card,16055.07,Completed,TXN000160334
160335,70675,2025-01-12,COD,6980.76,Completed,TXN000160335
160336,66313,2025-05-27,Credit Card,4647.89,Completed,TXN000160336
160337,71321,2024-03-31,Wallet,11460.92,Completed,TXN000160337
160338,40036,2025-11-22,Debit Card,7212.0,Completed,TXN000160338
160339,72257,2025-05-02,Debit Card,2298.65,Completed,TXN000160339
160340,93591,2024-07-30,Debit Card,6642.3,Completed,TXN000160340
160341,10076,2025-12-30,Net Banking,1593.9,Completed,TXN000160341
160342,69631,2025-11-15,UPI,3616.82,Completed,TXN000160342
160343,4716,2025-10-22,COD,10915.91,Completed,TXN000160343
160344,109736,2025-09-15,UPI,14927.24,Completed,TXN000160344
160345,177136,2025-08-26,Wallet,9664.78,Completed,TXN000160345
160346,69440,2025-09-02,Credit Card,13836.81,Completed,TXN000160346
160347,143950,2024-09-01,Wallet,7713.59,Pending,TXN000160347
160348,16025,2025-02-03,Debit Card,4908.79,Completed,TXN000160348
160349,44009,2025-05-21,Debit Card,993.83,Completed,TXN000160349
160350,190362,2025-01-27,COD,4466.25,Completed,TXN000160350
160351,99548,2024-02-15,UPI,4952.18,Completed,TXN000160351
160352,100701,2024-08-03,Net Banking,6159.38,Completed,TXN000160352
160353,139573,2025-11-15,COD,6617.65,Completed,TXN000160353
160354,162477,2025-09-30,UPI,8948.03,Completed,TXN000160354
160355,181050,2025-01-07,Wallet,5961.46,Completed,TXN000160355
160356,11056,2024-10-13,COD,5019.27,Completed,TXN000160356
160357,86493,2025-08-04,UPI,12483.05,Failed,TXN000160357
160358,134928,2024-09-01,UPI,3522.59,Completed,TXN000160358
160359,59830,2025-07-18,Wallet,281.86,Completed,TXN000160359
160360,79132,2024-09-19,UPI,5735.42,Completed,TXN000160360
160361,109742,2025-06-10,COD,20699.28,Completed,TXN000160361
160362,150240,2024-03-07,Net Banking,3897.71,Pending,TXN000160362
160363,87582,2025-05-17,UPI,10858.81,Completed,TXN000160363
160364,128421,2024-02-06,Wallet,8057.84,Completed,TXN000160364
160365,126922,2025-06-10,Credit Card,1382.64,Failed,TXN000160365
160366,125132,2024-09-10,UPI,4795.41,Completed,TXN000160366
160367,111758,2025-09-19,Credit Card,3285.83,Completed,TXN000160367
160368,197729,2024-09-13,Wallet,6254.4,Completed,TXN000160368
160369,3060,2025-08-19,UPI,21670.79,Completed,TXN000160369
160370,99841,2024-09-15,COD,4968.95,Completed,TXN000160370
160371,151318,2024-05-20,UPI,345.54,Completed,TXN000160371
160372,52928,2025-09-24,UPI,2075.12,Completed,TXN000160372
160373,140025,2024-08-23,Net Banking,18495.05,Completed,TXN000160373
160374,38883,2025-04-02,Debit Card,10466.96,Completed,TXN000160374
160375,64160,2025-12-28,Net Banking,4112.59,Completed,TXN000160375
160376,11979,2024-09-11,UPI,14140.62,Completed,TXN000160376
160377,54045,2024-02-22,Debit Card,6389.05,Completed,TXN000160377
160378,113919,2024-12-10,COD,7059.04,Completed,TXN000160378
160379,68864,2024-01-11,Credit Card,431.43,Completed,TXN000160379
160380,136275,2025-11-16,Wallet,2231.5,Pending,TXN000160380
160381,110814,2025-05-10,Credit Card,15888.72,Completed,TXN000160381
160382,13952,2025-02-27,Credit Card,13758.46,Completed,TXN000160382
160383,59753,2024-03-12,UPI,17354.47,Completed,TXN000160383
160384,50581,2025-09-02,Debit Card,5611.9,Completed,TXN000160384
160385,44531,2025-06-30,UPI,2364.48,Completed,TXN000160385
160386,84408,2025-04-23,Net Banking,15443.71,Completed,TXN000160386
160387,149537,2024-09-05,UPI,4956.16,Completed,TXN000160387
160388,194164,2025-04-26,COD,9621.16,Completed,TXN000160388
160389,199133,2025-01-22,Debit Card,5331.88,Completed,TXN000160389
160390,89615,2024-09-24,Credit Card,5349.6,Completed,TXN000160390
160391,134636,2024-06-23,Debit Card,13224.43,Completed,TXN000160391
160392,139600,2025-10-17,UPI,5678.56,Failed,TXN000160392
160393,32895,2025-08-31,Debit Card,13253.76,Completed,TXN000160393
160394,174634,2024-09-14,UPI,7971.4,Completed,TXN000160394
160395,118875,2024-08-10,Credit Card,17605.88,Completed,TXN000160395
160396,28212,2025-04-27,Net Banking,21129.82,Completed,TXN000160396
160397,89376,2024-08-19,Wallet,15896.04,Completed,TXN000160397
160398,34946,2024-04-15,Wallet,1719.77,Completed,TXN000160398
160399,65203,2025-09-16,Debit Card,17556.17,Completed,TXN000160399
160400,62686,2025-10-25,COD,3337.95,Completed,TXN000160400
160401,34459,2024-03-04,UPI,7870.67,Completed,TXN000160401
160402,192134,2024-02-21,UPI,27857.06,Completed,TXN000160402
160403,194982,2024-11-03,Debit Card,7044.04,Refunded,TXN000160403
160404,78055,2024-03-04,Net Banking,2590.64,Completed,TXN000160404
160405,4407,2024-06-12,UPI,18381.17,Completed,TXN000160405
160406,9621,2025-04-18,Wallet,6939.78,Completed,TXN000160406
160407,118452,2024-09-03,UPI,10577.67,Completed,TXN000160407
160408,105261,2025-01-14,UPI,1273.74,Completed,TXN000160408
160409,7019,2024-08-22,COD,7002.92,Completed,TXN000160409
160410,131833,2024-08-29,Wallet,1881.21,Failed,TXN000160410
160411,54780,2025-09-21,Wallet,11521.06,Completed,TXN000160411
160412,94227,2024-04-06,Net Banking,2429.61,Completed,TXN000160412
160413,137256,2025-09-30,Debit Card,8204.9,Completed,TXN000160413
160414,160315,2025-05-31,UPI,18552.14,Completed,TXN000160414
160415,141789,2024-03-09,Debit Card,6162.65,Completed,TXN000160415
160416,42957,2024-12-30,Debit Card,3339.19,Completed,TXN000160416
160417,91160,2025-06-13,Net Banking,23036.54,Completed,TXN000160417
160418,69761,2025-08-25,Wallet,9188.6,Completed,TXN000160418
160419,168646,2025-01-09,COD,12847.76,Pending,TXN000160419
160420,147707,2025-03-29,UPI,2519.36,Completed,TXN000160420
160421,22561,2025-07-26,COD,2044.36,Refunded,TXN000160421
160422,33997,2024-05-30,UPI,2967.17,Completed,TXN000160422
160423,96463,2025-06-05,Credit Card,4891.41,Completed,TXN000160423
160424,140148,2024-05-05,Credit Card,8973.26,Failed,TXN000160424
160425,43098,2025-10-07,Credit Card,13391.0,Completed,TXN000160425
160426,184296,2024-05-01,UPI,1690.81,Completed,TXN000160426
160427,140755,2024-01-07,UPI,10542.96,Completed,TXN000160427
160428,86567,2024-02-17,Wallet,7686.18,Completed,TXN000160428
160429,104860,2025-02-13,Debit Card,15966.1,Completed,TXN000160429
160430,112150,2024-02-06,Credit Card,27946.83,Completed,TXN000160430
160431,71690,2024-02-12,UPI,9299.84,Completed,TXN000160431
160432,199570,2024-11-19,Debit Card,7499.91,Refunded,TXN000160432
160433,109017,2025-08-25,UPI,469.65,Completed,TXN000160433
160434,71650,2025-08-25,COD,11937.46,Completed,TXN000160434
160435,149079,2025-09-16,Net Banking,4002.27,Completed,TXN000160435
160436,152124,2024-10-20,UPI,4538.3,Completed,TXN000160436
160437,154431,2024-04-11,UPI,10164.28,Completed,TXN000160437
160438,191463,2025-03-07,Credit Card,6272.29,Completed,TXN000160438
160439,12762,2024-07-21,Net Banking,8455.06,Completed,TXN000160439
160440,22339,2025-04-02,Debit Card,12191.55,Refunded,TXN000160440
160441,107140,2025-12-11,Debit Card,7117.07,Completed,TXN000160441
160442,167782,2024-04-23,Net Banking,8501.67,Pending,TXN000160442
160443,132240,2024-06-27,Debit Card,7113.44,Completed,TXN000160443
160444,136826,2024-05-20,Wallet,6999.72,Completed,TXN000160444
160445,116641,2025-07-28,COD,9473.19,Completed,TXN000160445
160446,2172,2024-07-12,Credit Card,3492.46,Refunded,TXN000160446
160447,182944,2024-01-27,UPI,7286.35,Completed,TXN000160447
160448,123757,2025-10-08,UPI,3057.56,Completed,TXN000160448
160449,99788,2025-02-16,UPI,5437.98,Completed,TXN000160449
160450,198027,2025-11-06,COD,4564.31,Completed,TXN000160450
160451,154140,2024-02-14,Wallet,23003.24,Completed,TXN000160451
160452,8251,2025-01-25,Debit Card,4705.04,Completed,TXN000160452
160453,36971,2024-10-09,Credit Card,11503.01,Completed,TXN000160453
160454,133542,2024-10-16,Credit Card,215.84,Completed,TXN000160454
160455,12990,2025-11-15,UPI,250.57,Completed,TXN000160455
160456,184491,2024-07-07,UPI,1472.75,Completed,TXN000160456
160457,86025,2024-05-18,UPI,16294.37,Completed,TXN000160457
160458,66555,2025-10-30,UPI,3963.44,Completed,TXN000160458
160459,28347,2024-06-26,Credit Card,2695.87,Completed,TXN000160459
160460,171888,2025-09-04,Debit Card,5788.84,Completed,TXN000160460
160461,132749,2025-06-08,Credit Card,19136.71,Completed,TXN000160461
160462,46619,2024-02-05,COD,10719.02,Completed,TXN000160462
160463,9629,2025-09-11,Credit Card,3165.38,Completed,TXN000160463
160464,180739,2024-12-31,Credit Card,9996.32,Completed,TXN000160464
160465,167425,2025-10-23,UPI,1741.32,Completed,TXN000160465
160466,174678,2025-08-24,UPI,14495.51,Completed,TXN000160466
160467,192576,2024-11-03,UPI,1485.9,Completed,TXN000160467
160468,87197,2024-06-21,Credit Card,11837.76,Completed,TXN000160468
160469,81197,2025-03-02,COD,4385.43,Completed,TXN000160469
160470,137385,2024-04-30,Wallet,11025.19,Completed,TXN000160470
160471,165015,2024-02-25,Debit Card,5563.98,Completed,TXN000160471
160472,49239,2025-05-29,UPI,17271.8,Completed,TXN000160472
160473,111150,2024-08-15,Wallet,4307.91,Completed,TXN000160473
160474,113996,2025-12-21,UPI,21639.07,Completed,TXN000160474
160475,13298,2025-10-22,Credit Card,5513.42,Completed,TXN000160475
160476,179714,2024-04-21,Wallet,231.68,Failed,TXN000160476
160477,21209,2025-10-06,Debit Card,6287.24,Completed,TXN000160477
160478,75590,2025-04-17,Net Banking,637.07,Completed,TXN000160478
160479,53582,2025-04-07,UPI,2814.44,Completed,TXN000160479
160480,23759,2024-05-21,Credit Card,9338.38,Completed,TXN000160480
160481,134267,2024-05-09,Credit Card,1738.12,Completed,TXN000160481
160482,19817,2025-02-27,Debit Card,11936.47,Completed,TXN000160482
160483,129789,2024-08-23,Credit Card,2623.27,Refunded,TXN000160483
160484,13573,2024-01-08,COD,9748.95,Completed,TXN000160484
160485,100105,2024-09-25,Credit Card,2399.64,Completed,TXN000160485
160486,135053,2024-11-02,Credit Card,20280.6,Completed,TXN000160486
160487,119562,2024-05-01,Credit Card,7037.09,Completed,TXN000160487
160488,49353,2024-06-10,Wallet,731.87,Completed,TXN000160488
160489,10037,2024-01-29,UPI,9977.06,Completed,TXN000160489
160490,54076,2024-06-21,Credit Card,5850.9,Completed,TXN000160490
160491,118300,2025-11-06,UPI,10677.31,Completed,TXN000160491
160492,151291,2025-09-04,Net Banking,11153.1,Completed,TXN000160492
160493,15841,2024-04-17,Net Banking,13456.41,Completed,TXN000160493
160494,23411,2024-02-26,Credit Card,8742.42,Completed,TXN000160494
160495,177055,2025-05-16,UPI,3257.78,Completed,TXN000160495
160496,22019,2024-01-10,UPI,12615.58,Completed,TXN000160496
160497,89163,2024-09-04,Debit Card,18302.86,Completed,TXN000160497
160498,11726,2024-10-10,UPI,4022.29,Completed,TXN000160498
160499,100910,2025-05-15,UPI,7530.9,Completed,TXN000160499
160500,77138,2025-07-31,Debit Card,9488.64,Completed,TXN000160500
160501,171034,2025-06-10,UPI,12640.54,Completed,TXN000160501
160502,59143,2024-04-01,Net Banking,9497.75,Completed,TXN000160502
160503,53914,2024-01-07,UPI,3717.1,Completed,TXN000160503
160504,14538,2024-07-11,Debit Card,14823.69,Completed,TXN000160504
160505,51202,2024-12-29,Debit Card,14512.52,Completed,TXN000160505
160506,58061,2025-10-08,UPI,4142.32,Completed,TXN000160506
160507,68075,2025-10-01,COD,4739.1,Completed,TXN000160507
160508,36036,2025-09-03,COD,12817.22,Completed,TXN000160508
160509,180383,2024-01-08,COD,1202.47,Failed,TXN000160509
160510,229,2024-01-05,Net Banking,5617.45,Pending,TXN000160510
160511,47720,2025-05-07,Wallet,8835.5,Completed,TXN000160511
160512,113426,2025-05-17,UPI,4830.55,Completed,TXN000160512
160513,76078,2025-05-11,UPI,10846.67,Completed,TXN000160513
160514,67938,2025-08-12,Wallet,1941.75,Completed,TXN000160514
160515,176017,2024-09-28,Debit Card,1028.88,Completed,TXN000160515
160516,120789,2024-05-08,Debit Card,1894.45,Completed,TXN000160516
160517,96217,2025-03-19,Credit Card,13356.0,Pending,TXN000160517
160518,163473,2025-09-24,UPI,9196.5,Completed,TXN000160518
160519,100682,2025-10-08,UPI,13886.78,Completed,TXN000160519
160520,51603,2025-08-15,Credit Card,9031.42,Completed,TXN000160520
160521,161770,2025-05-13,UPI,12791.18,Pending,TXN000160521
160522,50876,2024-07-15,UPI,6122.09,Completed,TXN000160522
160523,81202,2025-06-11,Net Banking,1852.96,Completed,TXN000160523
160524,9521,2025-03-15,UPI,6234.64,Pending,TXN000160524
160525,195075,2024-03-07,Debit Card,3005.13,Completed,TXN000160525
160526,182958,2025-09-06,Wallet,3659.52,Failed,TXN000160526
160527,192344,2024-08-19,Net Banking,8941.42,Completed,TXN000160527
160528,136171,2024-11-23,COD,11036.24,Completed,TXN000160528
160529,167268,2024-04-12,COD,701.32,Completed,TXN000160529
160530,147281,2025-08-23,Net Banking,814.44,Completed,TXN000160530
160531,16854,2024-05-10,Debit Card,3965.05,Completed,TXN000160531
160532,186941,2024-03-07,UPI,9701.93,Completed,TXN000160532
160533,92745,2024-06-12,Debit Card,16259.17,Completed,TXN000160533
160534,24374,2025-08-01,UPI,1208.45,Completed,TXN000160534
160535,136816,2025-04-11,UPI,7708.14,Completed,TXN000160535
160536,169887,2025-09-13,UPI,7584.23,Refunded,TXN000160536
160537,37953,2025-09-22,Net Banking,3443.06,Completed,TXN000160537
160538,105305,2025-09-25,UPI,3818.51,Completed,TXN000160538
160539,54282,2025-10-26,Credit Card,287.08,Completed,TXN000160539
