shipment_id,order_id,seller_id,shipping_date,expected_delivery_date,actual_delivery_date,shipping_method,shipping_cost,delivery_status
166582,166582,3844,2025-10-26,2025-10-30,2025-11-01,Standard,15.1,Delivered
166583,166583,3162,2025-04-10,2025-04-16,2025-04-18,Economy,19.45,Delayed
166584,166584,151,2025-12-03,2025-12-08,2025-12-11,Express,4.82,Delivered
166585,166585,4123,2024-06-01,2024-06-08,2024-06-10,Economy,22.28,Delivered
166586,166586,2379,2025-03-24,2025-03-29,2025-03-30,Standard,27.21,Delivered
166587,166587,1027,2025-09-22,2025-09-27,2025-09-29,Standard,26.64,Delayed
166588,166588,1863,2024-04-10,2024-04-14,2024-04-15,Standard,14.1,Delivered
166589,166589,1508,2024-01-25,2024-01-28,2024-02-01,Express,32.51,Delivered
166590,166590,1762,2024-01-21,2024-01-27,2024-01-28,Standard,42.93,Delivered
166591,166591,86,2024-01-16,2024-01-23,2024-01-24,Standard,41.46,Delivered
166592,166592,1563,2024-07-21,2024-07-27,2024-07-31,Standard,8.43,Delivered
166593,166593,4650,2025-12-17,2025-12-19,2025-12-19,Standard,44.89,Delivered
166594,166594,761,2025-05-13,2025-05-17,2025-05-19,Economy,8.93,Delivered
166595,166595,4048,2024-02-16,2024-02-18,2024-02-18,Standard,44.65,In Transit
166596,166596,298,2025-10-16,2025-10-21,2025-10-20,Express,31.79,Delivered
166597,166597,1205,2025-06-08,2025-06-14,2025-06-13,Standard,38.27,Delivered
166598,166598,4404,2025-02-14,2025-02-16,2025-02-16,Standard,21.85,Delivered
166599,166599,1625,2024-04-06,2024-04-13,2024-04-15,Express,34.89,Delivered
166600,166600,95,2024-05-01,2024-05-06,2024-05-06,Express,9.05,Delivered
166601,166601,3965,2025-05-31,2025-06-06,2025-06-09,Economy,28.16,In Transit
166602,166602,2423,2025-04-03,2025-04-08,2025-04-10,Standard,32.82,Delivered
166603,166603,3760,2024-06-09,2024-06-11,2024-06-15,Express,13.2,In Transit
166604,166604,2578,2025-11-22,2025-11-29,2025-11-29,Standard,13.04,Delivered
166605,166605,729,2024-07-30,2024-08-03,2024-08-04,Standard,16.3,Delivered
166606,166606,4053,2025-03-31,2025-04-02,2025-04-02,Economy,6.89,Delivered
166607,166607,3089,2024-01-09,2024-01-15,2024-01-17,Standard,32.56,Delivered
166608,166608,4637,2025-06-15,2025-06-19,2025-06-23,Standard,44.59,Delayed
166609,166609,1333,2025-06-26,2025-06-29,2025-06-30,Same Day,30.56,Delivered
166610,166610,3567,2024-04-28,2024-05-03,2024-05-05,Express,2.09,Delivered
166611,166611,3969,2025-07-31,2025-08-04,2025-08-04,Standard,35.87,Delivered
166612,166612,4865,2024-10-26,2024-10-30,2024-11-02,Standard,24.26,Delivered
166613,166613,475,2024-06-20,2024-06-27,2024-06-29,Standard,37.74,In Transit
166614,166614,1399,2025-02-24,2025-02-28,2025-03-02,Economy,48.57,Delivered
166615,166615,1077,2025-07-23,2025-07-28,2025-07-27,Economy,9.87,Delivered
166616,166616,1283,2025-02-14,2025-02-21,2025-02-21,Economy,3.33,Delivered
166617,166617,604,2024-12-22,2024-12-28,2025-01-01,Standard,4.79,Delivered
166618,166618,1791,2025-06-29,2025-07-06,2025-07-05,Express,36.57,Delivered
166619,166619,3258,2025-10-29,2025-11-03,2025-11-04,Express,14.58,Delivered
166620,166620,976,2024-09-02,2024-09-06,2024-09-10,Same Day,18.0,Returned
166621,166621,2322,2025-12-10,2025-12-12,2025-12-16,Express,20.43,Delivered
166622,166622,3332,2024-05-21,2024-05-25,2024-05-28,Standard,15.53,Delivered
166623,166623,2934,2025-05-09,2025-05-13,2025-05-16,Standard,17.04,Delivered
166624,166624,3903,2024-03-29,2024-04-01,2024-03-31,Standard,19.58,Delivered
166625,166625,1382,2025-04-16,2025-04-21,2025-04-24,Standard,23.18,Delivered
166626,166626,1672,2024-10-14,2024-10-19,2024-10-23,Standard,48.48,Delivered
166627,166627,4886,2024-10-10,2024-10-15,2024-10-16,Express,17.97,Delivered
166628,166628,801,2024-08-11,2024-08-17,2024-08-20,Standard,42.76,Delivered
166629,166629,1026,2025-02-18,2025-02-25,2025-02-25,Standard,16.7,Delivered
166630,166630,2063,2025-09-16,2025-09-19,2025-09-19,Express,19.32,Delivered
166631,166631,3647,2025-05-03,2025-05-06,2025-05-07,Standard,40.23,Delivered
166632,166632,3013,2025-05-15,2025-05-19,2025-05-20,Standard,37.6,Delivered
166633,166633,1040,2025-12-14,2025-12-18,2025-12-21,Standard,36.93,Delivered
166634,166634,4002,2025-10-03,2025-10-08,2025-10-10,Express,32.58,Delivered
166635,166635,3971,2024-10-10,2024-10-13,2024-10-17,Standard,41.79,Delivered
166636,166636,3427,2025-09-14,2025-09-20,2025-09-20,Standard,8.5,Delayed
166637,166637,995,2025-01-04,2025-01-10,2025-01-10,Economy,48.73,Delivered
166638,166638,2433,2025-07-16,2025-07-19,2025-07-20,Standard,12.0,Delivered
166639,166639,2869,2025-02-18,2025-02-22,2025-02-25,Standard,36.11,Delivered
166640,166640,3635,2025-09-11,2025-09-16,2025-09-18,Same Day,49.05,Delivered
166641,166641,2181,2025-04-29,2025-05-06,2025-05-06,Standard,38.3,Delivered
166642,166642,4332,2025-01-22,2025-01-29,2025-01-31,Economy,39.73,Delivered
166643,166643,1720,2025-01-29,2025-01-31,2025-02-02,Standard,24.76,Returned
166644,166644,909,2024-02-08,2024-02-14,2024-02-18,Standard,12.01,Delayed
166645,166645,1779,2024-02-08,2024-02-12,2024-02-11,Standard,25.32,Delivered
166646,166646,1486,2025-06-16,2025-06-21,2025-06-24,Standard,24.3,Delivered
166647,166647,3258,2024-11-23,2024-11-30,2024-11-29,Same Day,30.19,Delivered
166648,166648,259,2024-08-04,2024-08-08,2024-08-10,Express,24.54,In Transit
166649,166649,2417,2025-08-29,2025-09-05,2025-09-07,Economy,31.24,Delivered
166650,166650,2539,2025-03-26,2025-04-02,2025-04-06,Standard,10.82,Delivered
166651,166651,967,2024-05-08,2024-05-11,2024-05-15,Express,6.99,Delivered
166652,166652,293,2024-08-17,2024-08-23,2024-08-22,Standard,8.22,Delivered
166653,166653,3915,2025-09-29,2025-10-06,2025-10-06,Standard,31.67,In Transit
166654,166654,3616,2024-04-19,2024-04-25,2024-04-28,Standard,36.56,Delivered
166655,166655,3738,2025-03-08,2025-03-11,2025-03-12,Standard,9.37,Delivered
166656,166656,26,2025-08-12,2025-08-15,2025-08-15,Same Day,32.64,Delivered
166657,166657,531,2024-03-16,2024-03-18,2024-03-22,Standard,49.47,Delivered
166658,166658,726,2025-09-07,2025-09-13,2025-09-15,Standard,45.48,Delivered
166659,166659,4594,2024-10-20,2024-10-22,2024-10-26,Standard,39.31,Delivered
166660,166660,3574,2025-08-02,2025-08-05,2025-08-07,Standard,34.65,Delivered
166661,166661,3953,2025-09-25,2025-09-27,2025-09-30,Standard,19.37,In Transit
166662,166662,438,2024-03-01,2024-03-04,2024-03-06,Standard,6.79,Delivered
166663,166663,2434,2025-04-02,2025-04-09,2025-04-08,Standard,32.76,Delayed
166664,166664,1858,2025-02-03,2025-02-08,2025-02-08,Standard,18.83,Delivered
166665,166665,738,2024-04-10,2024-04-13,2024-04-15,Express,40.49,Delivered
166666,166666,2940,2025-04-05,2025-04-12,2025-04-16,Standard,6.35,Delivered
166667,166667,1147,2024-05-12,2024-05-19,2024-05-21,Express,36.16,Delivered
166668,166668,1693,2025-04-22,2025-04-29,2025-05-02,Standard,4.93,Delivered
166669,166669,2348,2025-10-21,2025-10-23,2025-10-24,Economy,48.81,Delivered
166670,166670,1393,2025-08-09,2025-08-16,2025-08-20,Same Day,27.3,Delayed
166671,166671,1184,2024-06-07,2024-06-10,2024-06-11,Express,15.25,Delivered
166672,166672,3659,2024-10-17,2024-10-20,2024-10-20,Express,11.01,Delivered
166673,166673,773,2024-09-22,2024-09-28,2024-10-02,Express,34.37,Delivered
166674,166674,4547,2024-10-27,2024-10-31,2024-10-31,Standard,32.2,Delivered
166675,166675,4250,2025-10-08,2025-10-10,2025-10-11,Express,35.68,Delivered
166676,166676,1594,2025-11-01,2025-11-08,2025-11-12,Standard,9.44,Delivered
166677,166677,4320,2024-10-22,2024-10-25,2024-10-27,Express,9.52,Delivered
166678,166678,1533,2025-04-01,2025-04-04,2025-04-07,Standard,49.87,Delivered
166679,166679,3700,2024-12-30,2025-01-01,2025-01-03,Economy,3.18,In Transit
166680,166680,2532,2024-08-11,2024-08-15,2024-08-15,Economy,27.87,Delivered
166681,166681,88,2025-09-04,2025-09-09,2025-09-08,Express,13.19,In Transit
166682,166682,664,2024-12-24,2024-12-29,2024-12-28,Standard,16.31,Delivered
166683,166683,3825,2025-09-13,2025-09-18,2025-09-19,Express,39.68,Delivered
166684,166684,2692,2025-10-07,2025-10-09,2025-10-13,Express,39.39,Delivered
166685,166685,27,2024-05-25,2024-05-29,2024-06-01,Standard,11.54,Delivered
166686,166686,4778,2024-03-19,2024-03-23,2024-03-25,Economy,30.47,Delivered
166687,166687,398,2024-07-27,2024-07-30,2024-07-30,Economy,7.3,Delayed
166688,166688,1220,2024-05-13,2024-05-20,2024-05-20,Economy,45.98,Returned
166689,166689,3038,2025-06-29,2025-07-02,2025-07-03,Standard,24.22,Delivered
166690,166690,1124,2024-10-07,2024-10-13,2024-10-17,Standard,34.98,Delivered
166691,166691,48,2024-12-08,2024-12-11,2024-12-12,Standard,22.0,Delivered
166692,166692,118,2025-12-30,2026-01-01,2026-01-02,Standard,10.96,Returned
166693,166693,1351,2024-12-21,2024-12-23,2024-12-26,Standard,43.52,Delayed
166694,166694,1517,2025-09-14,2025-09-19,2025-09-20,Standard,32.5,Delivered
166695,166695,1370,2025-04-20,2025-04-27,2025-04-26,Economy,5.42,Delivered
166696,166696,1442,2024-10-29,2024-11-04,2024-11-08,Standard,35.37,In Transit
166697,166697,2590,2025-10-05,2025-10-08,2025-10-07,Express,48.77,Delivered
166698,166698,125,2025-11-26,2025-11-30,2025-12-01,Express,14.98,In Transit
166699,166699,1221,2025-07-12,2025-07-14,2025-07-18,Standard,3.4,Delivered
166700,166700,1441,2024-05-05,2024-05-12,2024-05-11,Express,38.54,Delivered
166701,166701,1286,2025-11-30,2025-12-03,2025-12-03,Standard,46.15,Delivered
166702,166702,1409,2025-08-28,2025-08-31,2025-09-01,Express,12.46,Delivered
166703,166703,1231,2024-04-08,2024-04-10,2024-04-09,Standard,43.29,Delivered
166704,166704,4610,2025-10-10,2025-10-15,2025-10-17,Express,44.92,Delivered
166705,166705,3390,2025-07-01,2025-07-03,2025-07-06,Express,38.55,Delivered
166706,166706,2878,2025-01-25,2025-01-27,2025-01-29,Standard,27.23,Delivered
166707,166707,3872,2024-09-24,2024-09-28,2024-10-02,Economy,44.41,Delivered
166708,166708,993,2024-12-16,2024-12-19,2024-12-20,Standard,47.74,Delivered
166709,166709,1149,2025-12-07,2025-12-14,2025-12-14,Economy,25.37,Delivered
166710,166710,2397,2024-12-06,2024-12-12,2024-12-11,Economy,29.24,Delivered
166711,166711,750,2025-11-28,2025-12-05,2025-12-06,Economy,46.25,Delivered
166712,166712,4152,2024-12-04,2024-12-07,2024-12-11,Express,35.13,Delivered
166713,166713,1201,2024-08-26,2024-08-28,2024-08-28,Standard,7.23,Delivered
166714,166714,1831,2024-12-03,2024-12-08,2024-12-09,Same Day,38.02,Delivered
166715,166715,4370,2024-09-01,2024-09-06,2024-09-08,Standard,30.8,Delivered
166716,166716,2920,2024-05-30,2024-06-03,2024-06-05,Express,41.76,Delayed
166717,166717,3058,2024-08-11,2024-08-16,2024-08-15,Standard,4.5,Delivered
166718,166718,3487,2025-10-01,2025-10-06,2025-10-09,Standard,16.46,Delivered
166719,166719,1485,2024-03-16,2024-03-21,2024-03-21,Economy,22.16,Delivered
166720,166720,2507,2024-08-20,2024-08-25,2024-08-24,Economy,12.93,Delivered
166721,166721,947,2024-12-09,2024-12-12,2024-12-14,Standard,44.68,Delivered
166722,166722,4570,2025-02-03,2025-02-10,2025-02-09,Express,45.36,Delivered
166723,166723,4066,2024-03-12,2024-03-15,2024-03-18,Express,10.48,Delivered
166724,166724,1847,2025-08-20,2025-08-23,2025-08-22,Economy,25.05,Returned
166725,166725,1481,2024-04-21,2024-04-23,2024-04-27,Express,43.85,Delivered
166726,166726,2191,2024-12-04,2024-12-11,2024-12-14,Standard,26.27,Returned
166727,166727,2486,2025-06-07,2025-06-13,2025-06-16,Standard,36.58,Delivered
166728,166728,2907,2025-04-22,2025-04-27,2025-04-30,Standard,36.98,Delayed
166729,166729,3406,2025-05-14,2025-05-20,2025-05-24,Standard,42.63,Returned
166730,166730,1077,2025-04-12,2025-04-17,2025-04-19,Economy,15.36,Delivered
166731,166731,2811,2025-05-23,2025-05-26,2025-05-26,Economy,24.51,Delivered
166732,166732,4637,2025-09-29,2025-10-02,2025-10-06,Same Day,48.46,Delivered
166733,166733,2189,2024-08-01,2024-08-05,2024-08-06,Same Day,42.63,Delivered
166734,166734,1769,2025-10-14,2025-10-16,2025-10-19,Standard,37.71,Delivered
166735,166735,1557,2025-04-26,2025-04-28,2025-05-02,Economy,46.71,Delivered
166736,166736,4038,2025-03-04,2025-03-09,2025-03-10,Economy,18.3,Delivered
166737,166737,2226,2024-04-08,2024-04-13,2024-04-15,Express,14.87,Returned
166738,166738,2612,2025-01-20,2025-01-25,2025-01-25,Standard,43.5,Delivered
166739,166739,4530,2024-08-03,2024-08-10,2024-08-11,Economy,21.74,Delivered
166740,166740,2296,2024-09-20,2024-09-27,2024-09-30,Express,48.4,Delivered
166741,166741,642,2025-04-25,2025-05-02,2025-05-02,Standard,10.89,Delivered
166742,166742,1639,2024-02-11,2024-02-16,2024-02-15,Express,9.78,Delivered
166743,166743,1424,2024-04-15,2024-04-17,2024-04-20,Standard,9.62,Delivered
166744,166744,4828,2024-01-26,2024-01-30,2024-01-29,Standard,7.92,In Transit
166745,166745,447,2024-02-27,2024-02-29,2024-03-02,Standard,48.96,Delivered
166746,166746,2589,2025-02-20,2025-02-26,2025-03-02,Economy,25.73,Delivered
166747,166747,3889,2024-05-09,2024-05-16,2024-05-18,Same Day,20.3,Delivered
166748,166748,4902,2024-03-28,2024-04-01,2024-04-02,Standard,35.26,Delivered
166749,166749,3534,2024-06-27,2024-06-30,2024-06-30,Standard,39.62,Delivered
166750,166750,3372,2025-12-08,2025-12-15,2025-12-16,Standard,18.09,Delivered
166751,166751,660,2025-01-21,2025-01-23,2025-01-25,Express,26.45,Delivered
166752,166752,2069,2024-03-05,2024-03-11,2024-03-13,Standard,21.23,Delivered
166753,166753,616,2024-12-13,2024-12-15,2024-12-18,Standard,2.25,Delivered
166754,166754,2527,2024-06-13,2024-06-18,2024-06-21,Express,2.65,Delivered
166755,166755,4541,2025-12-10,2025-12-12,2025-12-12,Standard,20.23,Delayed
166756,166756,2787,2025-09-21,2025-09-24,2025-09-26,Economy,49.77,Delivered
166757,166757,348,2024-11-25,2024-11-28,2024-11-30,Same Day,10.36,Delivered
166758,166758,2008,2025-06-18,2025-06-24,2025-06-27,Express,7.56,Delivered
166759,166759,2433,2025-08-24,2025-08-29,2025-09-02,Express,23.33,Delivered
166760,166760,1611,2024-11-11,2024-11-14,2024-11-18,Standard,14.18,Delivered
166761,166761,2195,2024-12-04,2024-12-06,2024-12-08,Standard,19.09,Delivered
166762,166762,592,2025-12-22,2025-12-26,2025-12-28,Standard,20.39,Delivered
166763,166763,1320,2024-07-11,2024-07-16,2024-07-18,Express,31.6,Delayed
166764,166764,3657,2024-12-19,2024-12-24,2024-12-28,Standard,2.87,Delivered
166765,166765,4644,2024-05-27,2024-06-02,2024-06-01,Same Day,44.23,Delivered
166766,166766,3583,2025-05-17,2025-05-21,2025-05-20,Standard,34.53,Delivered
166767,166767,4946,2025-07-10,2025-07-12,2025-07-12,Express,38.54,Delivered
166768,166768,4977,2025-05-16,2025-05-18,2025-05-20,Standard,36.31,Delivered
166769,166769,2092,2024-12-20,2024-12-25,2024-12-29,Express,31.05,Delivered
166770,166770,1479,2024-10-21,2024-10-23,2024-10-24,Standard,2.89,Returned
166771,166771,3048,2024-03-04,2024-03-08,2024-03-08,Express,14.28,Delivered
166772,166772,3020,2025-07-21,2025-07-23,2025-07-27,Standard,6.3,Delivered
166773,166773,1135,2025-07-16,2025-07-21,2025-07-24,Standard,19.34,Delivered
166774,166774,3766,2024-02-26,2024-03-02,2024-03-06,Standard,2.13,Delayed
166775,166775,3784,2025-05-10,2025-05-13,2025-05-12,Express,2.59,Delivered
166776,166776,68,2024-02-18,2024-02-25,2024-02-26,Express,37.78,Delivered
166777,166777,3262,2024-03-11,2024-03-15,2024-03-14,Standard,42.83,Delivered
166778,166778,3016,2024-03-30,2024-04-06,2024-04-10,Express,28.31,Delivered
166779,166779,1956,2025-09-03,2025-09-06,2025-09-06,Economy,4.51,Delivered
166780,166780,2578,2024-10-25,2024-10-27,2024-10-30,Standard,15.93,Delivered
166781,166781,4152,2024-02-08,2024-02-10,2024-02-11,Economy,10.28,Delivered
166782,166782,4602,2024-08-01,2024-08-06,2024-08-08,Standard,16.78,Delivered
166783,166783,1232,2025-06-17,2025-06-22,2025-06-21,Standard,25.25,Delivered
166784,166784,438,2024-09-06,2024-09-11,2024-09-13,Express,43.58,Delivered
166785,166785,48,2025-09-16,2025-09-23,2025-09-26,Standard,7.33,Delayed
166786,166786,2328,2024-01-22,2024-01-28,2024-02-01,Standard,28.76,Delivered
166787,166787,3166,2024-08-13,2024-08-17,2024-08-17,Express,24.33,Delivered
166788,166788,3416,2024-10-27,2024-10-30,2024-10-31,Standard,29.08,Delivered
166789,166789,1146,2024-06-26,2024-07-03,2024-07-02,Standard,44.24,Delivered
166790,166790,1663,2025-09-27,2025-10-02,2025-10-06,Express,2.64,Delivered
166791,166791,4618,2025-08-06,2025-08-10,2025-08-09,Standard,10.42,Delivered
166792,166792,2810,2025-07-22,2025-07-24,2025-07-25,Economy,22.53,Delivered
166793,166793,2786,2024-02-09,2024-02-12,2024-02-13,Standard,9.01,Delivered
166794,166794,3210,2025-10-10,2025-10-15,2025-10-15,Standard,24.68,In Transit
166795,166795,4645,2025-09-30,2025-10-05,2025-10-05,Standard,19.04,Delivered
166796,166796,1844,2024-01-26,2024-01-30,2024-02-01,Express,2.44,Delayed
166797,166797,4072,2025-03-29,2025-04-03,2025-04-02,Express,35.24,Delivered
166798,166798,1070,2024-05-26,2024-05-31,2024-06-01,Express,36.87,Delayed
166799,166799,796,2025-07-09,2025-07-16,2025-07-20,Standard,31.9,Delivered
166800,166800,2310,2025-08-31,2025-09-05,2025-09-05,Same Day,10.63,Delivered
166801,166801,2998,2024-04-08,2024-04-11,2024-04-11,Standard,21.82,Delivered
166802,166802,250,2025-12-01,2025-12-04,2025-12-04,Standard,37.44,Delivered
166803,166803,1174,2025-01-23,2025-01-29,2025-02-02,Standard,49.5,Returned
166804,166804,3717,2025-12-13,2025-12-17,2025-12-17,Standard,49.15,Delivered
166805,166805,3091,2024-06-22,2024-06-24,2024-06-28,Express,4.6,Delayed
166806,166806,3747,2025-01-01,2025-01-03,2025-01-05,Standard,17.85,Delivered
166807,166807,3329,2024-09-21,2024-09-28,2024-10-01,Express,48.71,Delivered
166808,166808,4444,2025-05-22,2025-05-28,2025-05-29,Standard,18.61,In Transit
166809,166809,2948,2025-07-24,2025-07-28,2025-07-30,Express,26.16,Returned
166810,166810,3825,2024-10-13,2024-10-15,2024-10-17,Same Day,40.48,Delivered
166811,166811,899,2025-10-01,2025-10-04,2025-10-07,Standard,24.55,Delivered
166812,166812,3064,2024-06-03,2024-06-07,2024-06-07,Standard,4.11,In Transit
166813,166813,678,2025-08-19,2025-08-23,2025-08-27,Standard,24.96,Delivered
166814,166814,1665,2025-10-04,2025-10-06,2025-10-08,Express,19.69,Delivered
166815,166815,776,2024-02-25,2024-03-03,2024-03-02,Standard,18.58,Delivered
166816,166816,4488,2025-10-05,2025-10-08,2025-10-07,Standard,26.02,Delivered
166817,166817,3381,2025-08-27,2025-08-31,2025-09-04,Economy,36.55,Delivered
166818,166818,4306,2024-03-18,2024-03-23,2024-03-22,Standard,9.82,Delivered
166819,166819,2784,2025-10-24,2025-10-31,2025-10-30,Same Day,47.46,Delivered
166820,166820,2960,2025-05-07,2025-05-09,2025-05-11,Standard,27.75,Delivered
166821,166821,1549,2025-10-26,2025-10-30,2025-10-30,Standard,35.93,Delivered
166822,166822,1284,2025-05-28,2025-06-02,2025-06-03,Standard,18.21,Delivered
166823,166823,3474,2024-06-30,2024-07-07,2024-07-11,Standard,48.73,Delivered
166824,166824,1487,2024-07-27,2024-08-01,2024-08-03,Standard,15.52,Delayed
166825,166825,2504,2025-03-06,2025-03-13,2025-03-17,Standard,34.93,Delivered
166826,166826,293,2025-01-22,2025-01-28,2025-01-31,Express,34.41,Delivered
166827,166827,3967,2024-04-16,2024-04-23,2024-04-25,Express,40.24,Delivered
166828,166828,2090,2025-01-05,2025-01-11,2025-01-10,Standard,18.92,Delayed
166829,166829,1182,2024-11-23,2024-11-26,2024-11-26,Standard,29.68,Returned
166830,166830,4580,2024-08-04,2024-08-08,2024-08-09,Same Day,3.88,Delivered
166831,166831,2697,2024-08-18,2024-08-22,2024-08-23,Express,35.17,In Transit
166832,166832,2722,2025-11-02,2025-11-09,2025-11-08,Economy,17.18,Delivered
166833,166833,4845,2024-04-28,2024-05-02,2024-05-02,Standard,10.93,Delivered
166834,166834,2720,2024-04-09,2024-04-14,2024-04-17,Economy,5.24,Returned
166835,166835,1762,2024-05-02,2024-05-06,2024-05-05,Standard,8.59,Delivered
166836,166836,3345,2024-05-23,2024-05-26,2024-05-26,Standard,43.1,Delivered
166837,166837,1486,2025-12-06,2025-12-13,2025-12-12,Standard,11.08,Delayed
166838,166838,1158,2024-03-07,2024-03-10,2024-03-11,Standard,8.0,Delivered
166839,166839,2527,2024-05-12,2024-05-14,2024-05-15,Express,42.96,Delivered
166840,166840,1355,2024-09-18,2024-09-25,2024-09-28,Express,43.39,Delayed
166841,166841,208,2025-05-15,2025-05-19,2025-05-18,Standard,40.8,In Transit
166842,166842,3999,2024-01-24,2024-01-28,2024-01-28,Standard,19.54,Delivered
166843,166843,2509,2024-03-19,2024-03-23,2024-03-27,Standard,35.14,Delivered
166844,166844,1643,2024-05-31,2024-06-06,2024-06-05,Standard,42.46,Delivered
166845,166845,910,2025-09-29,2025-10-06,2025-10-10,Standard,11.26,Delivered
166846,166846,4113,2025-03-13,2025-03-18,2025-03-21,Express,24.76,Delivered
166847,166847,2191,2025-12-17,2025-12-21,2025-12-23,Express,34.53,Delivered
166848,166848,4420,2024-09-13,2024-09-18,2024-09-22,Standard,32.73,Delivered
166849,166849,3741,2024-06-20,2024-06-24,2024-06-28,Standard,10.31,Returned
166850,166850,4751,2025-01-16,2025-01-21,2025-01-21,Same Day,2.2,Delivered
166851,166851,1834,2025-07-21,2025-07-27,2025-07-31,Standard,16.9,Delayed
166852,166852,2859,2024-05-25,2024-05-27,2024-05-28,Standard,27.69,Delivered
166853,166853,4560,2025-10-10,2025-10-14,2025-10-13,Standard,18.71,Delayed
166854,166854,3636,2025-01-18,2025-01-25,2025-01-24,Standard,49.42,Delayed
166855,166855,1831,2025-04-16,2025-04-22,2025-04-22,Express,4.29,Delivered
166856,166856,488,2025-03-20,2025-03-26,2025-03-29,Express,39.69,Delivered
166857,166857,4215,2024-10-31,2024-11-02,2024-11-03,Economy,40.07,Delivered
166858,166858,4448,2024-05-10,2024-05-14,2024-05-13,Standard,46.29,Delivered
166859,166859,1133,2025-05-20,2025-05-23,2025-05-25,Economy,31.8,Delivered
166860,166860,1957,2025-12-19,2025-12-22,2025-12-23,Economy,10.11,Delivered
166861,166861,2632,2024-01-14,2024-01-18,2024-01-22,Standard,31.96,Delivered
166862,166862,3111,2024-05-30,2024-06-04,2024-06-06,Standard,16.18,Delivered
166863,166863,1719,2025-03-12,2025-03-19,2025-03-19,Standard,13.37,Delivered
166864,166864,1077,2025-04-19,2025-04-22,2025-04-23,Express,26.72,In Transit
166865,166865,3262,2025-01-30,2025-02-06,2025-02-10,Standard,16.47,Delivered
166866,166866,58,2024-10-24,2024-10-27,2024-10-28,Standard,14.83,Delivered
166867,166867,4072,2025-04-07,2025-04-14,2025-04-18,Standard,31.67,Delivered
166868,166868,1555,2024-07-07,2024-07-11,2024-07-12,Standard,43.61,Delivered
166869,166869,4736,2024-12-25,2024-12-29,2025-01-01,Standard,49.23,Delivered
166870,166870,1908,2024-06-15,2024-06-18,2024-06-20,Same Day,23.08,Delivered
166871,166871,1634,2024-08-18,2024-08-22,2024-08-25,Standard,40.23,Delivered
166872,166872,3947,2025-02-05,2025-02-08,2025-02-07,Express,33.97,Delivered
166873,166873,299,2024-11-28,2024-11-30,2024-12-01,Standard,30.73,Returned
166874,166874,1489,2024-05-28,2024-06-01,2024-06-05,Standard,12.61,Delivered
166875,166875,952,2024-02-05,2024-02-07,2024-02-08,Standard,43.15,In Transit
166876,166876,1584,2024-02-23,2024-02-25,2024-02-29,Economy,28.49,Delivered
166877,166877,293,2024-02-24,2024-03-01,2024-03-01,Express,3.2,Delivered
166878,166878,3247,2025-05-17,2025-05-20,2025-05-20,Express,10.51,Delivered
166879,166879,2845,2025-01-30,2025-02-06,2025-02-08,Standard,43.46,Delivered
166880,166880,3457,2025-02-16,2025-02-23,2025-02-25,Express,12.72,Delivered
166881,166881,4057,2025-10-28,2025-11-03,2025-11-06,Express,32.4,In Transit
166882,166882,2069,2024-01-05,2024-01-07,2024-01-08,Express,21.14,Returned
166883,166883,1891,2024-09-29,2024-10-03,2024-10-06,Express,17.19,Delivered
166884,166884,1929,2024-07-01,2024-07-08,2024-07-08,Standard,12.43,Delivered
166885,166885,4812,2025-09-21,2025-09-27,2025-09-27,Standard,37.67,Delivered
166886,166886,3089,2024-12-15,2024-12-22,2024-12-23,Standard,28.62,Delivered
166887,166887,3586,2024-11-18,2024-11-23,2024-11-25,Express,18.2,Delivered
166888,166888,1371,2024-03-19,2024-03-24,2024-03-26,Standard,4.02,Delivered
166889,166889,375,2024-08-11,2024-08-13,2024-08-17,Standard,36.51,Delivered
166890,166890,3200,2024-12-27,2025-01-01,2025-01-04,Standard,47.8,Delivered
166891,166891,2287,2025-09-25,2025-10-02,2025-10-01,Standard,40.28,Delivered
166892,166892,2019,2024-04-10,2024-04-12,2024-04-15,Standard,23.89,Delivered
166893,166893,2254,2025-12-11,2025-12-16,2025-12-17,Economy,33.47,Delayed
166894,166894,3029,2024-01-20,2024-01-25,2024-01-25,Standard,36.59,Delivered
166895,166895,2663,2024-07-07,2024-07-12,2024-07-12,Standard,47.53,Delivered
166896,166896,4315,2024-11-27,2024-11-29,2024-11-30,Standard,36.13,In Transit
166897,166897,1623,2024-01-07,2024-01-12,2024-01-14,Standard,22.37,In Transit
166898,166898,1287,2025-04-05,2025-04-09,2025-04-09,Standard,41.77,Delayed
166899,166899,906,2025-12-06,2025-12-12,2025-12-12,Standard,36.82,Delivered
166900,166900,2023,2025-02-01,2025-02-07,2025-02-07,Express,5.87,Delivered
166901,166901,67,2025-11-20,2025-11-27,2025-11-29,Express,2.94,Delivered
166902,166902,805,2025-06-26,2025-06-29,2025-06-30,Standard,49.34,Delivered
166903,166903,4262,2024-09-24,2024-09-30,2024-10-04,Standard,16.88,Delivered
166904,166904,1811,2025-08-07,2025-08-13,2025-08-17,Standard,14.74,Delayed
166905,166905,1376,2024-07-01,2024-07-06,2024-07-09,Standard,13.06,Returned
166906,166906,4852,2024-11-10,2024-11-15,2024-11-16,Express,42.66,Delayed
166907,166907,3042,2024-06-21,2024-06-23,2024-06-27,Standard,4.06,Delivered
166908,166908,168,2024-05-15,2024-05-18,2024-05-20,Standard,29.73,Delivered
